#x (SS)	#y (QS)	#z (QQ)	#c (HS)	#T (K)
0.997938	0.002062	0.000000	0.001031	176.2
0.997938	0.002062	0.000000	0.001031	176.3
0.997938	0.002062	0.000000	0.001031	176.4
0.997938	0.002062	0.000000	0.001031	176.5
0.997939	0.002061	0.000000	0.001031	176.6
0.997939	0.002061	0.000000	0.001030	176.7
0.997939	0.002061	0.000000	0.001031	176.8
0.997939	0.002061	0.000000	0.001030	176.9
0.997939	0.002061	0.000000	0.001030	177.0
0.997939	0.002061	0.000000	0.001030	177.1
0.997940	0.002060	0.000000	0.001030	177.2
0.997938	0.002062	0.000000	0.001031	177.3
0.997936	0.002064	0.000000	0.001032	177.4
0.997936	0.002064	0.000000	0.001032	177.5
0.997936	0.002064	0.000000	0.001032	177.6
0.997937	0.002063	0.000000	0.001032	177.7
0.997937	0.002063	0.000000	0.001031	177.8
0.997937	0.002063	0.000000	0.001031	177.9
0.997938	0.002062	0.000000	0.001031	178.0
0.997937	0.002063	0.000000	0.001031	178.1
0.997937	0.002063	0.000000	0.001031	178.2
0.997937	0.002063	0.000000	0.001031	178.3
0.997937	0.002063	0.000000	0.001031	178.4
0.997937	0.002063	0.000000	0.001032	178.5
0.997930	0.002070	0.000000	0.001035	178.6
0.997929	0.002071	0.000000	0.001035	178.7
0.997929	0.002071	0.000000	0.001035	178.8
0.997929	0.002071	0.000000	0.001035	178.9
0.997928	0.002072	0.000000	0.001036	179.0
0.997928	0.002072	0.000000	0.001036	179.1
0.997929	0.002071	0.000000	0.001036	179.2
0.997928	0.002072	0.000000	0.001036	179.3
0.997929	0.002071	0.000000	0.001036	179.4
0.997928	0.002072	0.000000	0.001036	179.5
0.997928	0.002072	0.000000	0.001036	179.6
0.997927	0.002073	0.000000	0.001036	179.7
0.997925	0.002075	0.000000	0.001037	179.8
0.997913	0.002087	0.000000	0.001044	179.9
0.997913	0.002087	0.000000	0.001044	180.0
0.997892	0.002108	0.000000	0.001054	180.1
0.997886	0.002114	0.000000	0.001057	180.2
0.997885	0.002115	0.000000	0.001057	180.3
0.997885	0.002115	0.000000	0.001057	180.4
0.997885	0.002115	0.000000	0.001057	180.5
0.997666	0.002334	0.000000	0.001167	180.6
0.997645	0.002355	0.000000	0.001177	180.7
0.997579	0.002421	0.000000	0.001211	180.8
0.997565	0.002435	0.000000	0.001217	180.9
0.976901	0.023099	0.000000	0.011549	181.0
0.974934	0.025066	0.000000	0.012533	181.1
0.974754	0.025246	0.000000	0.012623	181.2
0.974573	0.025427	0.000000	0.012714	181.3
0.974391	0.025609	0.000000	0.012804	181.4
0.974208	0.025792	0.000000	0.012896	181.5
0.974024	0.025976	0.000000	0.012988	181.6
0.973839	0.026161	0.000000	0.013080	181.7
0.973653	0.026347	0.000000	0.013174	181.8
0.973466	0.026534	0.000000	0.013267	181.9
0.973277	0.026723	0.000000	0.013361	182.0
0.973088	0.026912	0.000000	0.013456	182.1
0.972897	0.027103	0.000000	0.013551	182.2
0.972706	0.027294	0.000000	0.013647	182.3
0.972513	0.027487	0.000000	0.013744	182.4
0.972319	0.027681	0.000000	0.013840	182.5
0.972124	0.027876	0.000000	0.013938	182.6
0.971928	0.028072	0.000000	0.014036	182.7
0.971731	0.028269	0.000000	0.014135	182.8
0.971533	0.028467	0.000000	0.014234	182.9
0.971333	0.028667	0.000000	0.014333	183.0
0.971133	0.028867	0.000000	0.014434	183.1
0.970931	0.029069	0.000000	0.014535	183.2
0.970728	0.029272	0.000000	0.014636	183.3
0.970524	0.029476	0.000000	0.014738	183.4
0.970319	0.029681	0.000000	0.014841	183.5
0.970112	0.029888	0.000000	0.014944	183.6
0.969905	0.030095	0.000000	0.015048	183.7
0.969696	0.030304	0.000000	0.015152	183.8
0.969486	0.030514	0.000000	0.015257	183.9
0.969275	0.030725	0.000000	0.015362	184.0
0.969063	0.030937	0.000000	0.015468	184.1
0.968850	0.031150	0.000000	0.015575	184.2
0.968635	0.031365	0.000000	0.015682	184.3
0.968420	0.031580	0.000000	0.015790	184.4
0.968203	0.031797	0.000000	0.015899	184.5
0.967984	0.032016	0.000000	0.016008	184.6
0.967765	0.032235	0.000000	0.016117	184.7
0.967544	0.032456	0.000000	0.016228	184.8
0.967323	0.032677	0.000000	0.016339	184.9
0.967100	0.032900	0.000000	0.016450	185.0
0.966875	0.033125	0.000000	0.016562	185.1
0.966650	0.033350	0.000000	0.016675	185.2
0.966423	0.033577	0.000000	0.016788	185.3
0.966195	0.033805	0.000000	0.016902	185.4
0.965966	0.034034	0.000000	0.017017	185.5
0.965736	0.034264	0.000000	0.017132	185.6
0.965504	0.034496	0.000000	0.017248	185.7
0.965271	0.034729	0.000000	0.017365	185.8
0.965037	0.034963	0.000000	0.017482	185.9
0.964801	0.035199	0.000000	0.017599	186.0
0.964564	0.035436	0.000000	0.017718	186.1
0.964326	0.035674	0.000000	0.017837	186.2
0.964087	0.035913	0.000000	0.017957	186.3
0.963846	0.036154	0.000000	0.018077	186.4
0.963604	0.036396	0.000000	0.018198	186.5
0.963361	0.036639	0.000000	0.018319	186.6
0.963117	0.036883	0.000000	0.018442	186.7
0.962871	0.037129	0.000000	0.018565	186.8
0.962624	0.037376	0.000000	0.018688	186.9
0.962375	0.037625	0.000000	0.018812	187.0
0.962126	0.037874	0.000000	0.018937	187.1
0.961875	0.038125	0.000000	0.019063	187.2
0.961622	0.038378	0.000000	0.019189	187.3
0.961368	0.038632	0.000000	0.019316	187.4
0.961113	0.038887	0.000000	0.019443	187.5
0.960857	0.039143	0.000000	0.019572	187.6
0.960599	0.039401	0.000000	0.019700	187.7
0.960340	0.039660	0.000000	0.019830	187.8
0.960080	0.039920	0.000000	0.019960	187.9
0.959818	0.040182	0.000000	0.020091	188.0
0.959555	0.040445	0.000000	0.020223	188.1
0.959290	0.040710	0.000000	0.020355	188.2
0.959024	0.040976	0.000000	0.020488	188.3
0.958757	0.041243	0.000000	0.020622	188.4
0.958488	0.041512	0.000000	0.020756	188.5
0.958218	0.041782	0.000000	0.020891	188.6
0.957947	0.042053	0.000000	0.021027	188.7
0.957674	0.042326	0.000000	0.021163	188.8
0.957400	0.042600	0.000000	0.021300	188.9
0.957124	0.042876	0.000000	0.021438	189.0
0.956847	0.043153	0.000000	0.021577	189.1
0.956568	0.043432	0.000000	0.021716	189.2
0.956288	0.043712	0.000000	0.021856	189.3
0.956007	0.043993	0.000000	0.021996	189.4
0.955724	0.044276	0.000000	0.022138	189.5
0.955440	0.044560	0.000000	0.022280	189.6
0.955155	0.044845	0.000000	0.022423	189.7
0.954867	0.045133	0.000000	0.022566	189.8
0.954579	0.045421	0.000000	0.022711	189.9
0.954289	0.045711	0.000000	0.022855	190.0
0.953998	0.046002	0.000000	0.023001	190.1
0.953705	0.046295	0.000000	0.023148	190.2
0.953410	0.046590	0.000000	0.023295	190.3
0.953115	0.046885	0.000000	0.023443	190.4
0.952817	0.047183	0.000000	0.023591	190.5
0.952519	0.047481	0.000000	0.023741	190.6
0.952218	0.047782	0.000000	0.023891	190.7
0.951917	0.048083	0.000000	0.024042	190.8
0.951614	0.048386	0.000000	0.024193	190.9
0.951309	0.048691	0.000000	0.024346	191.0
0.951003	0.048997	0.000000	0.024499	191.1
0.950695	0.049305	0.000000	0.024653	191.2
0.950386	0.049614	0.000000	0.024807	191.3
0.950075	0.049925	0.000000	0.024962	191.4
0.949763	0.050237	0.000000	0.025119	191.5
0.949449	0.050551	0.000000	0.025275	191.6
0.949134	0.050866	0.000000	0.025433	191.7
0.948817	0.051183	0.000000	0.025592	191.8
0.948499	0.051501	0.000000	0.025751	191.9
0.948179	0.051821	0.000000	0.025911	192.0
0.947857	0.052143	0.000000	0.026071	192.1
0.947534	0.052466	0.000000	0.026233	192.2
0.947210	0.052790	0.000000	0.026395	192.3
0.946884	0.053116	0.000000	0.026558	192.4
0.946556	0.053444	0.000000	0.026722	192.5
0.946227	0.053773	0.000000	0.026886	192.6
0.945896	0.054104	0.000000	0.027052	192.7
0.945564	0.054436	0.000000	0.027218	192.8
0.945230	0.054770	0.000000	0.027385	192.9
0.944895	0.055105	0.000000	0.027553	193.0
0.944558	0.055442	0.000000	0.027721	193.1
0.944219	0.055781	0.000000	0.027891	193.2
0.943879	0.056121	0.000000	0.028061	193.3
0.943537	0.056463	0.000000	0.028232	193.4
0.943193	0.056807	0.000000	0.028403	193.5
0.942848	0.057152	0.000000	0.028576	193.6
0.942502	0.057498	0.000000	0.028749	193.7
0.942153	0.057847	0.000000	0.028923	193.8
0.941804	0.058196	0.000000	0.029098	193.9
0.941452	0.058548	0.000000	0.029274	194.0
0.941099	0.058901	0.000000	0.029451	194.1
0.940744	0.059256	0.000000	0.029628	194.2
0.940388	0.059612	0.000000	0.029806	194.3
0.940030	0.059970	0.000000	0.029985	194.4
0.939670	0.060330	0.000000	0.030165	194.5
0.939309	0.060691	0.000000	0.030346	194.6
0.938946	0.061054	0.000000	0.030527	194.7
0.938581	0.061419	0.000000	0.030709	194.8
0.938215	0.061785	0.000000	0.030893	194.9
0.937847	0.062153	0.000000	0.031076	195.0
0.937477	0.062523	0.000000	0.031261	195.1
0.937106	0.062894	0.000000	0.031447	195.2
0.936733	0.063267	0.000000	0.031633	195.3
0.936359	0.063641	0.000000	0.031821	195.4
0.935982	0.064018	0.000000	0.032009	195.5
0.935604	0.064396	0.000000	0.032198	195.6
0.935225	0.064775	0.000000	0.032388	195.7
0.934843	0.065157	0.000000	0.032578	195.8
0.934460	0.065540	0.000000	0.032770	195.9
0.934076	0.065924	0.000000	0.032962	196.0
0.933689	0.066311	0.000000	0.033155	196.1
0.933301	0.066699	0.000000	0.033350	196.2
0.932911	0.067089	0.000000	0.033544	196.3
0.932519	0.067480	0.000000	0.033740	196.4
0.932126	0.067874	0.000000	0.033937	196.5
0.931731	0.068269	0.000000	0.034134	196.6
0.931334	0.068666	0.000000	0.034333	196.7
0.930936	0.069064	0.000000	0.034532	196.8
0.930536	0.069464	0.000000	0.034732	196.9
0.930134	0.069866	0.000000	0.034933	197.0
0.929730	0.070270	0.000000	0.035135	197.1
0.929325	0.070675	0.000000	0.035338	197.2
0.928918	0.071082	0.000000	0.035541	197.3
0.928509	0.071491	0.000000	0.035746	197.4
0.928098	0.071902	0.000000	0.035951	197.5
0.927686	0.072314	0.000000	0.036157	197.6
0.927271	0.072729	0.000000	0.036364	197.7
0.926855	0.073145	0.000000	0.036572	197.8
0.926438	0.073562	0.000000	0.036781	197.9
0.926018	0.073982	0.000000	0.036991	198.0
0.925597	0.074403	0.000000	0.037202	198.1
0.925174	0.074826	0.000000	0.037413	198.2
0.924749	0.075251	0.000000	0.037625	198.3
0.924322	0.075677	0.000000	0.037839	198.4
0.923894	0.076106	0.000000	0.038053	198.5
0.923464	0.076536	0.000000	0.038268	198.6
0.923032	0.076968	0.000000	0.038484	198.7
0.922598	0.077402	0.000000	0.038701	198.8
0.922163	0.077837	0.000000	0.038919	198.9
0.921725	0.078275	0.000000	0.039137	199.0
0.921286	0.078714	0.000000	0.039357	199.1
0.920845	0.079155	0.000000	0.039577	199.2
0.920402	0.079598	0.000000	0.039799	199.3
0.919958	0.080042	0.000000	0.040021	199.4
0.919511	0.080489	0.000000	0.040244	199.5
0.919063	0.080937	0.000000	0.040468	199.6
0.918613	0.081387	0.000000	0.040694	199.7
0.918161	0.081839	0.000000	0.040919	199.8
0.917707	0.082293	0.000000	0.041146	199.9
0.917252	0.082748	0.000000	0.041374	200.0
0.916794	0.083205	0.000000	0.041603	200.1
0.916335	0.083665	0.000000	0.041832	200.2
0.915874	0.084126	0.000000	0.042063	200.3
0.915411	0.084589	0.000000	0.042294	200.4
0.914947	0.085053	0.000000	0.042527	200.5
0.914480	0.085520	0.000000	0.042760	200.6
0.914011	0.085988	0.000000	0.042994	200.7
0.913541	0.086459	0.000000	0.043229	200.8
0.913069	0.086931	0.000000	0.043466	200.9
0.912595	0.087405	0.000000	0.043703	201.0
0.912119	0.087881	0.000000	0.043940	201.1
0.911641	0.088359	0.000000	0.044179	201.2
0.911162	0.088838	0.000000	0.044419	201.3
0.910680	0.089320	0.000000	0.044660	201.4
0.910197	0.089803	0.000000	0.044902	201.5
0.909712	0.090288	0.000000	0.045144	201.6
0.909225	0.090775	0.000000	0.045388	201.7
0.908736	0.091264	0.000000	0.045632	201.8
0.908245	0.091755	0.000000	0.045878	201.9
0.907752	0.092248	0.000000	0.046124	202.0
0.907258	0.092742	0.000000	0.046371	202.1
0.906761	0.093239	0.000000	0.046620	202.2
0.906263	0.093737	0.000000	0.046869	202.3
0.905762	0.094238	0.000000	0.047119	202.4
0.905260	0.094740	0.000000	0.047370	202.5
0.904756	0.095244	0.000000	0.047622	202.6
0.904250	0.095750	0.000000	0.047875	202.7
0.903742	0.096258	0.000000	0.048129	202.8
0.903232	0.096767	0.000000	0.048384	202.9
0.902721	0.097279	0.000000	0.048640	203.0
0.902207	0.097793	0.000000	0.048896	203.1
0.901692	0.098308	0.000000	0.049154	203.2
0.901174	0.098826	0.000000	0.049413	203.3
0.900655	0.099345	0.000000	0.049673	203.4
0.900134	0.099866	0.000000	0.049933	203.5
0.899611	0.100389	0.000000	0.050195	203.6
0.899086	0.100914	0.000000	0.050457	203.7
0.898559	0.101441	0.000000	0.050721	203.8
0.898030	0.101970	0.000000	0.050985	203.9
0.897499	0.102501	0.000000	0.051251	204.0
0.896966	0.103034	0.000000	0.051517	204.1
0.896432	0.103568	0.000000	0.051784	204.2
0.895895	0.104105	0.000000	0.052053	204.3
0.895356	0.104643	0.000000	0.052322	204.4
0.894816	0.105184	0.000000	0.052592	204.5
0.894274	0.105726	0.000000	0.052863	204.6
0.893729	0.106271	0.000000	0.053135	204.7
0.893183	0.106817	0.000000	0.053408	204.8
0.892635	0.107365	0.000000	0.053683	204.9
0.892085	0.107915	0.000000	0.053958	205.0
0.891533	0.108467	0.000000	0.054234	205.1
0.890979	0.109021	0.000000	0.054511	205.2
0.890423	0.109577	0.000000	0.054789	205.3
0.889865	0.110135	0.000000	0.055067	205.4
0.889305	0.110695	0.000000	0.055347	205.5
0.888744	0.111256	0.000000	0.055628	205.6
0.888180	0.111820	0.000000	0.055910	205.7
0.887614	0.112386	0.000000	0.056193	205.8
0.887047	0.112953	0.000000	0.056477	205.9
0.886477	0.113523	0.000000	0.056761	206.0
0.885906	0.114094	0.000000	0.057047	206.1
0.885332	0.114667	0.000000	0.057334	206.2
0.884757	0.115243	0.000000	0.057622	206.3
0.884180	0.115820	0.000000	0.057910	206.4
0.883601	0.116399	0.000000	0.058200	206.5
0.883019	0.116980	0.000000	0.058490	206.6
0.882436	0.117564	0.000000	0.058782	206.7
0.881851	0.118149	0.000000	0.059074	206.8
0.881264	0.118736	0.000000	0.059368	206.9
0.880675	0.119325	0.000000	0.059663	207.0
0.880084	0.119916	0.000000	0.059958	207.1
0.879491	0.120509	0.000000	0.060254	207.2
0.878896	0.121103	0.000000	0.060552	207.3
0.878300	0.121700	0.000000	0.060850	207.4
0.877701	0.122299	0.000000	0.061150	207.5
0.877100	0.122900	0.000000	0.061450	207.6
0.876498	0.123502	0.000000	0.061751	207.7
0.875893	0.124107	0.000000	0.062054	207.8
0.875286	0.124713	0.000000	0.062357	207.9
0.874678	0.125322	0.000000	0.062661	208.0
0.874067	0.125932	0.000000	0.062966	208.1
0.873455	0.126545	0.000000	0.063273	208.2
0.872841	0.127159	0.000000	0.063580	208.3
0.872224	0.127776	0.000000	0.063888	208.4
0.871606	0.128394	0.000000	0.064197	208.5
0.870986	0.129014	0.000000	0.064507	208.6
0.870364	0.129636	0.000000	0.064818	208.7
0.869739	0.130260	0.000000	0.065130	208.8
0.869113	0.130887	0.000000	0.065443	208.9
0.868485	0.131515	0.000000	0.065757	209.0
0.867855	0.132145	0.000000	0.066072	209.1
0.867223	0.132777	0.000000	0.066388	209.2
0.866589	0.133410	0.000000	0.066705	209.3
0.865954	0.134046	0.000000	0.067023	209.4
0.865316	0.134684	0.000000	0.067342	209.5
0.864676	0.135324	0.000000	0.067662	209.6
0.864034	0.135965	0.000000	0.067983	209.7
0.863391	0.136609	0.000000	0.068305	209.8
0.862745	0.137255	0.000000	0.068628	209.9
0.862098	0.137902	0.000000	0.068951	210.0
0.861448	0.138552	0.000000	0.069276	210.1
0.860797	0.139203	0.000000	0.069602	210.2
0.860143	0.139856	0.000000	0.069928	210.3
0.859488	0.140512	0.000000	0.070256	210.4
0.858831	0.141169	0.000000	0.070585	210.5
0.858172	0.141828	0.000000	0.070914	210.6
0.857510	0.142489	0.000000	0.071245	210.7
0.856847	0.143152	0.000000	0.071576	210.8
0.856182	0.143817	0.000000	0.071909	210.9
0.855515	0.144484	0.000000	0.072242	211.0
0.854847	0.145153	0.000000	0.072577	211.1
0.854176	0.145824	0.000000	0.072912	211.2
0.853503	0.146497	0.000000	0.073249	211.3
0.852828	0.147171	0.000000	0.073586	211.4
0.852152	0.147848	0.000000	0.073924	211.5
0.851473	0.148526	0.000000	0.074263	211.6
0.850793	0.149207	0.000000	0.074604	211.7
0.850111	0.149889	0.000000	0.074945	211.8
0.849426	0.150573	0.000000	0.075287	211.9
0.848740	0.151260	0.000000	0.075630	212.0
0.848052	0.151948	0.000000	0.075974	212.1
0.847362	0.152638	0.000000	0.076319	212.2
0.846670	0.153330	0.000000	0.076665	212.3
0.845976	0.154023	0.000000	0.077012	212.4
0.845281	0.154719	0.000000	0.077360	212.5
0.844583	0.155417	0.000000	0.077709	212.6
0.843883	0.156116	0.000000	0.078059	212.7
0.843182	0.156818	0.000000	0.078409	212.8
0.842478	0.157521	0.000000	0.078761	212.9
0.841773	0.158226	0.000000	0.079114	213.0
0.841066	0.158934	0.000000	0.079467	213.1
0.840357	0.159643	0.000000	0.079822	213.2
0.839646	0.160354	0.000000	0.080177	213.3
0.838933	0.161066	0.000000	0.080534	213.4
0.838218	0.161781	0.000000	0.080891	213.5
0.837502	0.162498	0.000000	0.081249	213.6
0.836783	0.163216	0.000000	0.081609	213.7
0.836063	0.163937	0.000000	0.081969	213.8
0.835341	0.164659	0.000000	0.082330	213.9
0.834617	0.165383	0.000000	0.082692	214.0
0.833891	0.166109	0.000000	0.083055	214.1
0.833163	0.166837	0.000000	0.083419	214.2
0.832433	0.167567	0.000000	0.083784	214.3
0.831701	0.168298	0.000000	0.084150	214.4
0.830968	0.169032	0.000000	0.084516	214.5
0.830233	0.169767	0.000000	0.084884	214.6
0.829496	0.170504	0.000000	0.085252	214.7
0.828756	0.171243	0.000000	0.085622	214.8
0.828016	0.171984	0.000000	0.085992	214.9
0.827273	0.172727	0.000000	0.086364	215.0
0.826528	0.173471	0.000001	0.086736	215.1
0.825782	0.174217	0.000001	0.087109	215.2
0.825034	0.174966	0.000001	0.087483	215.3
0.824284	0.175716	0.000001	0.087858	215.4
0.823532	0.176468	0.000001	0.088234	215.5
0.822778	0.177221	0.000001	0.088611	215.6
0.822023	0.177977	0.000001	0.088989	215.7
0.821265	0.178734	0.000001	0.089368	215.8
0.820506	0.179493	0.000001	0.089747	215.9
0.819745	0.180254	0.000001	0.090128	216.0
0.818982	0.181017	0.000001	0.090509	216.1
0.818218	0.181782	0.000001	0.090891	216.2
0.817451	0.182548	0.000001	0.091275	216.3
0.816683	0.183316	0.000001	0.091659	216.4
0.815913	0.184086	0.000001	0.092044	216.5
0.815142	0.184858	0.000001	0.092430	216.6
0.814368	0.185631	0.000001	0.092816	216.7
0.813593	0.186407	0.000001	0.093204	216.8
0.812816	0.187184	0.000001	0.093593	216.9
0.812037	0.187963	0.000001	0.093982	217.0
0.811256	0.188743	0.000001	0.094372	217.1
0.810474	0.189526	0.000001	0.094763	217.2
0.809690	0.190310	0.000001	0.095156	217.3
0.808904	0.191096	0.000001	0.095549	217.4
0.808116	0.191883	0.000001	0.095942	217.5
0.807327	0.192673	0.000001	0.096337	217.6
0.806535	0.193464	0.000001	0.096733	217.7
0.805743	0.194257	0.000001	0.097129	217.8
0.804948	0.195051	0.000001	0.097526	217.9
0.804152	0.195848	0.000001	0.097925	218.0
0.803354	0.196646	0.000001	0.098324	218.1
0.802554	0.197445	0.000001	0.098723	218.2
0.801752	0.198247	0.000001	0.099124	218.3
0.800949	0.199050	0.000001	0.099526	218.4
0.800144	0.199855	0.000001	0.099928	218.5
0.799338	0.200662	0.000001	0.100332	218.6
0.798529	0.201470	0.000001	0.100736	218.7
0.797719	0.202280	0.000001	0.101141	218.8
0.796908	0.203092	0.000001	0.101547	218.9
0.796094	0.203905	0.000001	0.101953	219.0
0.795279	0.204720	0.000001	0.102361	219.1
0.794463	0.205537	0.000001	0.102769	219.2
0.793644	0.206355	0.000001	0.103178	219.3
0.792824	0.207175	0.000001	0.103588	219.4
0.792002	0.207997	0.000001	0.103999	219.5
0.791179	0.208820	0.000001	0.104411	219.6
0.790354	0.209645	0.000001	0.104823	219.7
0.789528	0.210471	0.000001	0.105237	219.8
0.788699	0.211300	0.000001	0.105651	219.9
0.787869	0.212130	0.000001	0.106066	220.0
0.787038	0.212961	0.000001	0.106482	220.1
0.786205	0.213794	0.000001	0.106898	220.2
0.785370	0.214629	0.000001	0.107315	220.3
0.784534	0.215465	0.000001	0.107734	220.4
0.783696	0.216303	0.000001	0.108153	220.5
0.782856	0.217143	0.000001	0.108572	220.6
0.782015	0.217984	0.000001	0.108993	220.7
0.781173	0.218826	0.000001	0.109414	220.8
0.780328	0.219671	0.000001	0.109836	220.9
0.779482	0.220516	0.000001	0.110259	221.0
0.778635	0.221364	0.000001	0.110683	221.1
0.777786	0.222213	0.000001	0.111108	221.2
0.776936	0.223063	0.000001	0.111533	221.3
0.776083	0.223915	0.000001	0.111959	221.4
0.775230	0.224769	0.000001	0.112386	221.5
0.774375	0.225624	0.000001	0.112813	221.6
0.773518	0.226481	0.000001	0.113242	221.7
0.772660	0.227339	0.000001	0.113671	221.8
0.771800	0.228199	0.000001	0.114101	221.9
0.770939	0.229060	0.000001	0.114531	222.0
0.770076	0.229922	0.000001	0.114963	222.1
0.769212	0.230787	0.000001	0.115395	222.2
0.768346	0.231652	0.000001	0.115828	222.3
0.767479	0.232519	0.000001	0.116261	222.4
0.766610	0.233388	0.000001	0.116695	222.5
0.765740	0.234258	0.000001	0.117131	222.6
0.764869	0.235130	0.000001	0.117566	222.7
0.763996	0.236003	0.000001	0.118003	222.8
0.763121	0.236877	0.000002	0.118440	222.9
0.762245	0.237753	0.000002	0.118878	223.0
0.761368	0.238631	0.000002	0.119317	223.1
0.760489	0.239509	0.000002	0.119756	223.2
0.759609	0.240390	0.000002	0.120196	223.3
0.758727	0.241271	0.000002	0.120637	223.4
0.757844	0.242154	0.000002	0.121079	223.5
0.756959	0.243039	0.000002	0.121521	223.6
0.756074	0.243925	0.000002	0.121964	223.7
0.755186	0.244812	0.000002	0.122408	223.8
0.754298	0.245701	0.000002	0.122852	223.9
0.753408	0.246591	0.000002	0.123297	224.0
0.752516	0.247482	0.000002	0.123743	224.1
0.751623	0.248375	0.000002	0.124189	224.2
0.750729	0.249269	0.000002	0.124636	224.3
0.749834	0.250164	0.000002	0.125084	224.4
0.748937	0.251061	0.000002	0.125532	224.5
0.748039	0.251959	0.000002	0.125981	224.6
0.747139	0.252859	0.000002	0.126431	224.7
0.746239	0.253759	0.000002	0.126882	224.8
0.745337	0.254661	0.000002	0.127333	224.9
0.744433	0.255565	0.000002	0.127784	225.0
0.743529	0.256469	0.000002	0.128237	225.1
0.742623	0.257375	0.000002	0.128690	225.2
0.741715	0.258283	0.000002	0.129143	225.3
0.740807	0.259191	0.000002	0.129598	225.4
0.739897	0.260101	0.000002	0.130053	225.5
0.738986	0.261012	0.000002	0.130508	225.6
0.738074	0.261924	0.000002	0.130964	225.7
0.737160	0.262838	0.000002	0.131421	225.8
0.736245	0.263753	0.000002	0.131879	225.9
0.735329	0.264669	0.000002	0.132337	226.0
0.734412	0.265586	0.000002	0.132795	226.1
0.733493	0.266504	0.000002	0.133254	226.2
0.732574	0.267424	0.000002	0.133714	226.3
0.731653	0.268345	0.000002	0.134175	226.4
0.730731	0.269267	0.000002	0.134636	226.5
0.729808	0.270190	0.000002	0.135097	226.6
0.728883	0.271114	0.000002	0.135560	226.7
0.727958	0.272040	0.000003	0.136022	226.8
0.727031	0.272967	0.000003	0.136486	226.9
0.726103	0.273894	0.000003	0.136950	227.0
0.725174	0.274823	0.000003	0.137414	227.1
0.724244	0.275754	0.000003	0.137879	227.2
0.723313	0.276685	0.000003	0.138345	227.3
0.722380	0.277617	0.000003	0.138811	227.4
0.721447	0.278551	0.000003	0.139278	227.5
0.720512	0.279485	0.000003	0.139745	227.6
0.719576	0.280421	0.000003	0.140213	227.7
0.718639	0.281358	0.000003	0.140682	227.8
0.717702	0.282296	0.000003	0.141151	227.9
0.716763	0.283234	0.000003	0.141620	228.0
0.715823	0.284174	0.000003	0.142090	228.1
0.714882	0.285115	0.000003	0.142561	228.2
0.713939	0.286057	0.000003	0.143032	228.3
0.712996	0.287001	0.000003	0.143503	228.4
0.712052	0.287945	0.000003	0.143975	228.5
0.711107	0.288890	0.000003	0.144448	228.6
0.710161	0.289836	0.000003	0.144921	228.7
0.709214	0.290783	0.000003	0.145395	228.8
0.708265	0.291731	0.000003	0.145869	228.9
0.707316	0.292680	0.000003	0.146344	229.0
0.706366	0.293631	0.000003	0.146819	229.1
0.705415	0.294582	0.000003	0.147294	229.2
0.704463	0.295534	0.000003	0.147770	229.3
0.703510	0.296487	0.000003	0.148247	229.4
0.702556	0.297441	0.000004	0.148724	229.5
0.701601	0.298395	0.000004	0.149201	229.6
0.700645	0.299351	0.000004	0.149679	229.7
0.699688	0.300308	0.000004	0.150158	229.8
0.698731	0.301266	0.000004	0.150637	229.9
0.697772	0.302224	0.000004	0.151116	230.0
0.696813	0.303184	0.000004	0.151596	230.1
0.695852	0.304144	0.000004	0.152076	230.2
0.694891	0.305105	0.000004	0.152556	230.3
0.693929	0.306067	0.000004	0.153037	230.4
0.692966	0.307030	0.000004	0.153519	230.5
0.692002	0.307994	0.000004	0.154001	230.6
0.691038	0.308958	0.000004	0.154483	230.7
0.690072	0.309924	0.000004	0.154966	230.8
0.689106	0.310890	0.000004	0.155449	230.9
0.688139	0.311857	0.000004	0.155933	231.0
0.687171	0.312825	0.000004	0.156417	231.1
0.686202	0.313793	0.000004	0.156901	231.2
0.685233	0.314763	0.000004	0.157386	231.3
0.684263	0.315733	0.000004	0.157871	231.4
0.683292	0.316704	0.000005	0.158356	231.5
0.682320	0.317676	0.000005	0.158842	231.6
0.681347	0.318648	0.000005	0.159329	231.7
0.680374	0.319621	0.000005	0.159815	231.8
0.679400	0.320595	0.000005	0.160302	231.9
0.678425	0.321570	0.000005	0.160790	232.0
0.677450	0.322545	0.000005	0.161277	232.1
0.676474	0.323521	0.000005	0.161766	232.2
0.675497	0.324498	0.000005	0.162254	232.3
0.674519	0.325476	0.000005	0.162743	232.4
0.673541	0.326454	0.000005	0.163232	232.5
0.672562	0.327433	0.000005	0.163721	232.6
0.671583	0.328412	0.000005	0.164211	232.7
0.670603	0.329392	0.000005	0.164701	232.8
0.669622	0.330373	0.000005	0.165192	232.9
0.668640	0.331354	0.000005	0.165683	233.0
0.667658	0.332336	0.000005	0.166174	233.1
0.666675	0.333319	0.000006	0.166665	233.2
0.665692	0.334302	0.000006	0.167157	233.3
0.664708	0.335286	0.000006	0.167649	233.4
0.663724	0.336271	0.000006	0.168141	233.5
0.662739	0.337256	0.000006	0.168634	233.6
0.661753	0.338241	0.000006	0.169126	233.7
0.660767	0.339227	0.000006	0.169620	233.8
0.659780	0.340214	0.000006	0.170113	233.9
0.658793	0.341201	0.000006	0.170607	234.0
0.657805	0.342189	0.000006	0.171101	234.1
0.656817	0.343177	0.000006	0.171595	234.2
